ID;Type;Subtype;Group;Object;Comments;Density g/cm^3;Thermal conductivity W/mK;Specific Heat Capacity kJ/kg*K;Comments;Moisture content %wt;Volatile content %wt;Char content %wt;Ash content %wt;SUM;M_norm;V_norm;C_norm;A_norm;;Comments;C %wt;H %wt;N %wt;S %wt;O %wt;Cl %wt;SUM;E_C_norm;E_H_norm;E_N_norm;E_S_norm;E_O_norm;E_Cl_norm;HHV [MJ/kg] DAF;HHV_D [MJ/kg];HHV_eff_norm  [MJ/kg];E_HHV [MJ/kg] DAF;E_HHV_D [MJ/kg];E_HHV_eff_norm  [MJ/kg];Ref A
364;Organic;4;Plant based ;Cake     ;;0.415;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
365;Organic;4;Plant based ;Cake mix    ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
366;Organic;4;Plant based ;Corn/maize flour, white   ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
367;Organic;4;Plant based ;Corn/maize starch, loosely packed  ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
368;Organic;4;Plant based ;Corn/maize sugar    ;;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
369;Organic;4;Plant based ;Corn/maize, boiled    ;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
370;Organic;4;Plant based ;Corn/maize, boiled with fat  ;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
371;Organic;4;Plant based ;Corn/maize, bran    ;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
372;Organic;4;Plant based ;Corn/maize, chops (coarse)   ;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
373;Organic;4;Plant based ;Corn/maize, chops (fine)   ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
374;Organic;4;Plant based ;Corn/maize, chops (medium)   ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
375;Organic;4;Plant based ;Corn/maize, cobs    ;;0.27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
376;Organic;4;Plant based ;Corn/maize, cracked (coarse)   ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
377;Organic;4;Plant based ;Corn/maize, ear    ;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
378;Organic;4;Plant based ;Corn/maize, ear    ;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
379;Organic;4;Plant based ;Corn/maize, fermented flour   ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
380;Organic;4;Plant based ;Corn/maize, flour    ;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
381;Organic;4;Plant based ;Corn/maize, meal    ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
382;Organic;4;Plant based ;Corn/maize, flour    ;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
383;Organic;4;Plant based ;Corn/maize, germ flour   ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
384;Organic;4;Plant based ;Corn/maize, gluten flour   ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
385;Organic;4;Plant based ;Corn/maize, grits    ;;0.665;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
386;Organic;4;Plant based ;Corn/maize, ground    ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
387;Organic;4;Plant based ;Corn/maize, kibbled    ;;0.335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
388;Organic;4;Plant based ;Corn/maize, mash    ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
389;Organic;4;Plant based ;Corn/maize, shelled    ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
390;Organic;4;Plant based ;Corn/maize, starch    ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
391;Organic;4;Plant based ;Corn/maize, starch, tightly packed  ;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
392;Organic;4;Plant based ;Corn/maize, white, boiled   ;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
393;Organic;4;Plant based ;Corn/maize, white, dry   ;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
394;Organic;4;Plant based ;Corn/maize, whole kernel, dried, cracked (Njenga);;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
395;Organic;4;Plant based ;Corn/maize, whole kernel, dried, cracked, boiled (Njenga);;1.07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
396;Organic;4;Plant based ;Corn/maize, whole shelled   ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
397;Organic;4;Plant based ;Donut mix    ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
398;Organic;4;Plant based ;Dough mix    ;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
399;Organic;4;Plant based ;Finger millet, fermented flour  ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
400;Organic;4;Plant based ;Millet     ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
401;Organic;4;Plant based ;Millet     ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
402;Organic;4;Plant based ;Millet flour, bulrush   ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
403;Organic;4;Plant based ;Millet flour, finger   ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
404;Organic;4;Plant based ;Millet, bulrush    ;;0.9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
405;Organic;4;Plant based ;Millet, finger    ;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
406;Organic;4;Plant based ;Oat Flour    ;;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
407;Organic;4;Plant based ;Oat middlings    ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
408;Organic;4;Plant based ;Oats     ;;0.41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
409;Organic;4;Plant based ;Oats     ;;0.43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
410;Organic;4;Plant based ;Oats groats, whole   ;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
411;Organic;4;Plant based ;Oats, ground    ;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
412;Organic;4;Plant based ;Oats, hulls    ;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
413;Organic;4;Plant based ;Oats, rolled    ;;0.34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
414;Organic;4;Plant based ;Pasta, short macaroni style, boiled ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
415;Organic;4;Plant based ;Pasta, short macaroni style, raw ;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
416;Organic;4;Plant based ;Pasta/ noodles, boiled   ;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
417;Organic;4;Plant based ;Porridge flour bonavist, boiled  ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
418;Organic;4;Plant based ;Porridge flour bonavist, raw  ;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
419;Organic;4;Plant based ;Porridge flour ken-uji + lemon extract;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
420;Organic;4;Plant based ;Porridge flour ken-uji:F.mill, bul, sorg, wheat;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
421;Organic;4;Plant based ;Porridge, maize, flour + water ;;1.05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
422;Organic;4;Plant based ;Rice     ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
423;Organic;4;Plant based ;Rice, boiled    ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
424;Organic;4;Plant based ;Rice, boiled with fat  ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
425;Organic;4;Plant based ;Rice, bran    ;;0.42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
426;Organic;4;Plant based ;Rice, hulled    ;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
427;Organic;4;Plant based ;Rice, puffed    ;;0.1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
428;Organic;4;Plant based ;Rice, raw    ;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
429;Organic;4;Plant based ;Rice, rough    ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
430;Organic;4;Plant based ;Rice, white, boiled   ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
431;Organic;4;Plant based ;Rice, white, raw   ;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
432;Organic;4;Plant based ;Rye     ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
433;Organic;4;Plant based ;Rye, bran    ;;0.28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
434;Organic;4;Plant based ;Rye, flour    ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
435;Organic;4;Plant based ;Rye, malted    ;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
436;Organic;4;Plant based ;Rye, middlings    ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
437;Organic;4;Plant based ;Rye, shorts    ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
438;Organic;4;Plant based ;Rye, whole    ;;0.705;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
439;Organic;4;Plant based ;Semolina, raw    ;;0.78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
440;Organic;4;Plant based ;Sorghum, fermented flour   ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
441;Organic;4;Plant based ;Sorghum, flour    ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
442;Organic;4;Plant based ;Sorghum, seed    ;;0.535;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
443;Organic;4;Plant based ;Soy, flour    ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
444;Organic;4;Plant based ;Soya, flour    ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
445;Organic;4;Plant based ;Wheat     ;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
446;Organic;4;Plant based ;Wheat, bran    ;;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
447;Organic;4;Plant based ;Wheat, cracked    ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
448;Organic;4;Plant based ;Wheat, cut    ;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
449;Organic;4;Plant based ;Wheat, flour    ;;0.48;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
450;Organic;4;Plant based ;Wheat, flour    ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
451;Organic;4;Plant based ;Wheat, flour    ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
452;Organic;4;Plant based ;Wheat, flour    ;;0.521;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
453;Organic;4;Plant based ;Wheat, flour, malted   ;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
454;Organic;4;Plant based ;Wheat, flour, white   ;;0.67;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
455;Organic;4;Plant based ;Wheat, flour, wholemeal   ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
456;Organic;4;Plant based ;Wheat, gluten    ;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
457;Organic;4;Plant based ;Wheat, hulls    ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
458;Organic;4;Plant based ;Wheat, middlings    ;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
459;Organic;4;Plant based ;Wheat, shaved    ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
460;Organic;4;Plant based ;Wheat, whole    ;;0.775;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
461;Organic;4;Plant based ;Whey     ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
462;Organic;4;Plant based ;Arrowroot/cocoyam, boiled    ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
463;Organic;4;Plant based ;Arrowroot/cocoyam, raw    ;;0.52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
464;Organic;4;Plant based ;Cassava,flour     ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
465;Organic;4;Plant based ;Cassava, boiled    ;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
466;Organic;4;Plant based ;Cassava, raw    ;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
467;Organic;4;Plant based ;Potato, english, boiled   ;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
468;Organic;4;Plant based ;Potato, english, raw   ;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
469;Organic;4;Plant based ;Potatoes, flakes    ;;0.21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
470;Organic;4;Plant based ;Potatoes, powdered    ;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
471;Organic;4;Plant based ;Sweet potato, boiled   ;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
472;Organic;4;Plant based ;Sweet potato, raw   ;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
473;Organic;4;Plant based ;Yam, boiled    ;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
474;Organic;4;Plant based ;Yam, raw    ;;0.66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
475;Organic;4;Plant based ;Almonds     ;;0.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
476;Organic;4;Plant based ;Cashews     ;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
477;Organic;4;Plant based ;Coconut Chips    ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
478;Organic;4;Plant based ;Flaxseed     ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
479;Organic;4;Plant based ;Nuts     ;;0.63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
480;Organic;4;Plant based ;Peanuts     ;;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
481;Organic;4;Plant based ;Peanuts, shelled    ;;0.69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
482;Organic;4;Plant based ;Peanuts, unshelled    ;;0.325;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
483;Organic;4;Plant based ;Pistachio, raw, with shell  ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
484;Organic;4;Plant based ;Pistachio, raw, without shell  ;;0.646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
485;Organic;4;Plant based ;Rapeseed     ;;0.77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
486;Organic;4;Plant based ;Sunflower, seed    ;;0.62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
487;Organic;4;Plant based ;Apple slices, dried   ;;0.24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
488;Organic;4;Plant based ;Loquat     ;;0.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
489;Organic;4;Plant based ;Paw Paw, unripe   ;;0.56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
490;Organic;4;Plant based ;Alfalfa, leaf, meal   ;;0.23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
491;Organic;4;Plant based ;Alfalfa,meal, dehydrated 0.13   ;;0.275;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
492;Organic;4;Plant based ;Alfalfa, meal, dehydrated 0.17  ;;0.32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
493;Organic;4;Plant based ;Alfalfa, meal, fine ground  ;;0.295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
494;Organic;4;Plant based ;Alfalfa, meal, suncured 0.13  ;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
495;Organic;4;Plant based ;Alfalfa, seed    ;;0.745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
496;Organic;4;Plant based ;Alfalfa, stem meal   ;;0.19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
497;Organic;4;Plant based ;Carrot, raw, chopped   ;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
498;Organic;4;Plant based ;Carrot, raw, grated   ;;0.71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
499;Organic;4;Plant based ;Cauliflower, boiled    ;;0.45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
500;Organic;4;Plant based ;Chili, green    ;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
501;Organic;4;Plant based ;Chili, red    ;;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
502;Organic;4;Plant based ;French green beans   ;;0.53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
503;Organic;4;Plant based ;Fresh green peas (minji)  ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
504;Organic;4;Plant based ;Leaves, managu, raw (black night shade);;0.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
505;Organic;4;Plant based ;Leaves, onion, spring onion, raw ;;0.44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
506;Organic;4;Plant based ;Corn/maize, green, sweet corn, boiled ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
507;Organic;4;Plant based ;Corn/maize, green, sweet corn, raw ;;0.61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
508;Organic;4;Plant based ;Olives, green, with stone  ;;0.65;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
509;Organic;4;Plant based ;Onions, chopped    ;;0.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
510;Organic;4;Plant based ;Onions, minced    ;;0.13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
511;Organic;4;Plant based ;Onions, powdered    ;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
512;Organic;4;Plant based ;Onions, fried, cubed   ;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
513;Organic;4;Plant based ;Onions, raw, cubed   ;;0.55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
514;Organic;4;Plant based ;Salad, green, leaves, raw  ;;0.06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
515;Organic;4;Plant based ;Spinach, frozen, cooked   ;;1.046;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
516;Organic;4;Plant based ;Spinach, leaves, raw   ;;0.08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
517;Organic;4;Plant based ;Sweet pepper, raw, cubes  ;;0.51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
518;Organic;4;Plant based ;Sweet pepper, raw, half rings ;;0.39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
519;Organic;4;Plant based ;Beans, white    ;;0.73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
520;Organic;4;Plant based ;Cowpeas     ;;0.72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
521;Organic;4;Plant based ;Cowpeas, dried, boiled   ;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
522;Organic;4;Plant based ;Cowpeas, dried, raw   ;;0.96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
523;Organic;4;Plant based ;Greengram, boiled    ;;0.76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
524;Organic;4;Plant based ;Greengram, raw    ;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
525;Organic;4;Plant based ;Kidney beans, dry, boiled  ;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
526;Organic;4;Plant based ;Kidney beans, dry, raw  ;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
527;Organic;4;Plant based ;Kidney beans, green, boiled  ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
528;Organic;4;Plant based ;Kidney beans, green, raw  ;;0.68;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
529;Organic;4;Plant based ;Lentils, green, small, boiled  ;;0.85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
530;Organic;4;Plant based ;Lentils, green, small, raw  ;;0.89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
531;Organic;4;Plant based ;Pigeon peas, boiled   ;;0.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
532;Organic;4;Plant based ;Pigeon peas, raw   ;;0.84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
533;Organic;4;Plant based ;Soybean     ;;0.74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
534;Organic;4;Plant based ;Soybean, flakes    ;;0.58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
535;Organic;4;Plant based ;Soybean, hulls    ;;0.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
536;Organic;4;Plant based ;Soybean, meal    ;;0.64;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
537;Organic;4;Plant based ;Soybean, boiled    ;;0.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
538;Organic;4;Plant based ;Soybean, boiled with fat  ;;0.7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4
539;Organic;5;Animal Derivatives;Fish bone;;;;;;;56.25;3.93;39.82;100;0;56.25;3.93;39.82;;;63.87;8.01;8.39;0.64;19.08;;99.99;63.87638764;8.01080108;8.390839084;0.640064006;19.08190819;;;15.794;;26.24459953;15.794;15.794;31
540;Organic;5;Animal Derivatives;Ribs (beef);;;;;;;;;;;;;;;;;55.92;8.83;9.29;0.32;25.63;;99.99;55.92559256;8.830883088;9.290929093;0.320032003;25.63256326;;;17.277;;;17.277;;31
541;Organic;5;Animal Derivatives;Ribs (beef);;;;;;;61.56;0.23;38.22;100.01;0;61.55384462;0.229977002;38.21617838;;;51.61;6.38;9.48;0.62;31.91;;100;51.61;6.38;9.48;0.62;31.91;;;14.034;;22.71468425;14.034;14.034;31
542;Organic;5;Animal Derivatives;Meat and Bone;;;;;;;59.9;9.23;30.87;100;0;59.9;9.23;30.87;;;60.7;5.5;7.5;1.4;24.9;;100;60.7;5.5;7.5;1.4;24.9;;;;;;;;31
543;Organic;5;Animal Derivatives;Pork;kitchen waste;;;;dry basis;;90.56;5.74;3.7;100;0;90.56;5.74;3.7;;dry ash free basis;45.31;8.62;10.28;1.00;34.80;;100;45.31;8.62;10.28;1.00;34.80;;19.84;;;19.84;;;14
544;Organic;5;Animal Derivatives;Cod (whole fish);;;;3.78;;81.22;;;1.16;;;;;;;;;;;;;;;;;;;;;;;;;;;3
545;Organic;5;Animal Derivatives;Haddock (whole fish);;;;3.75;;79.92;;;1.21;;;;;;;;;;;;;;;;;;;;;;;;;;;3
546;Organic;5;Animal Derivatives;Halibut (whole fish);;;;3.74;;77.92;;;1.36;;;;;;;;;;;;;;;;;;;;;;;;;;;3
547;Organic;5;Animal Derivatives;Herring (whole fish);kippered;;;3.26;;59.7;;;1.94;;;;;;;;;;;;;;;;;;;;;;;;;;;3
548;Organic;5;Animal Derivatives;Mackerel (whole fish);Atlantic typ;;;3.33;;63.55;;;1.35;;;;;;;;;;;;;;;;;;;;;;;;;;;3
549;Organic;5;Animal Derivatives;Perch (whole fish);;;;3.71;;78.7;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;3
550;Organic;5;Animal Derivatives;Pollock (whole fish);Atlantic typ;;;3.7;;78.18;;;1.41;;;;;;;;;;;;;;;;;;;;;;;;;;;3
551;Organic;5;Animal Derivatives;Salmon (whole fish);pink;;;3.68;;76.35;;;1.22;;;;;;;;;;;;;;;;;;;;;;;;;;;3
552;Organic;5;Animal Derivatives;Tuna (whole fish);bluefin;;;3.43;;68.09;;;1.18;;;;;;;;;;;;;;;;;;;;;;;;;;;3
553;Organic;5;Animal Derivatives;Whiting (whole fish);;;;3.77;;80.27;;;1.3;;;;;;;;;;;;;;;;;;;;;;;;;;;3
554;Organic;5;Animal Derivatives;Clams (shellfish);;;;3.76;;81.82;;;1.87;;;;;;;;;;;;;;;;;;;;;;;;;;;3
555;Organic;5;Animal Derivatives;Lobster (shellfish);American typ;;;3.64;;76.76;;;2.2;;;;;;;;;;;;;;;;;;;;;;;;;;;3
556;Organic;5;Animal Derivatives;Oysters (shellfish);;;;3.83;;85.16;;;1.42;;;;;;;;;;;;;;;;;;;;;;;;;;;3
557;Organic;5;Animal Derivatives;Scallop (shellfish);no shell;;;3.71;;78.57;;;1.53;;;;;;;;;;;;;;;;;;;;;;;;;;;3
558;Organic;5;Animal Derivatives;Shrimp (shellfish);;;;3.65;;75.86;;;1.2;;;;;;;;;;;;;;;;;;;;;;;;;;;3
559;Organic;5;Animal Derivatives;Brisket (beef);;;;3.19;;55.18;;;0.8;;;;;;;;;;;;;;;;;;;;;;;;;;;3
560;Organic;5;Animal Derivatives;Carcass (beef);choice;;;3.24;;57.26;;;0.81;;;;;;;;;;;;;;;;;;;;;;;;;;;3
561;Organic;5;Animal Derivatives;Carcass (beef);select;;;3.25;;58.21;;;0.82;;;;;;;;;;;;;;;;;;;;;;;;;;;3
562;Organic;5;Animal Derivatives;Liver (beef);;;;3.47;;68.99;;;1.34;;;;;;;;;;;;;;;;;;;;;;;;;;;3
